iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
134,"(21, 12)","(21, 13)",South,"[(21, 13), (21, 11)]","[(21, 15), (19, 9), (21, 12)]","[(21, 11), (21, 15), (19, 9)]",135,47,0,47
135,"(19, 9)","(18, 9)",East,"[(19, 8), (18, 9)]","[(21, 11), (21, 15), (19, 9)]","[(19, 8), (21, 11), (21, 15)]",136,48,0,48
136,"(21, 15)","(21, 14)",North,"[(21, 14), (22, 15)]","[(19, 8), (21, 11), (21, 15)]","[(22, 15), (19, 8), (21, 11)]",137,48,0,48
137,"(21, 11)","(21, 12)",South,"[(21, 12), (22, 11)]","[(22, 15), (19, 8), (21, 11)]","[(22, 11), (22, 15), (19, 8)]",138,48,0,48
138,"(19, 8)","(19, 9)",South,"[(19, 9), (19, 7)]","[(22, 11), (22, 15), (19, 8)]","[(19, 7), (22, 11), (22, 15)]",139,49,0,49
139,"(22, 15)","(21, 15)",East,"[(23, 15), (21, 15)]","[(19, 7), (22, 11), (22, 15)]","[(23, 15), (19, 7), (22, 11)]",140,49,0,49
140,"(22, 11)","(21, 11)",East,"[(23, 11), (21, 11)]","[(23, 15), (19, 7), (22, 11)]","[(23, 11), (23, 15), (19, 7)]",141,49,0,49
141,"(19, 7)","(19, 8)",South,"[(19, 8)]","[(23, 11), (23, 15), (19, 7)]","[(23, 11), (23, 15)]",142,50,0,50
142,"(23, 15)","(22, 15)",East,"[(24, 15), (22, 15)]","[(23, 11), (23, 15)]","[(24, 15), (23, 11)]",143,50,0,50
143,"(23, 11)","(22, 11)",East,"[(23, 12), (24, 11), (22, 11)]","[(24, 15), (23, 11)]","[(24, 11), (23, 12), (24, 15)]",144,50,0,50
144,"(24, 15)","(23, 15)",East,"[(25, 15), (23, 15)]","[(24, 11), (23, 12), (24, 15)]","[(25, 15), (24, 11), (23, 12)]",145,51,0,51
145,"(23, 12)","(23, 11)",North,"[(23, 13), (23, 11)]","[(25, 15), (24, 11), (23, 12)]","[(23, 13), (25, 15), (24, 11)]",146,51,0,51
146,"(24, 11)","(23, 11)",East,"[(25, 11), (23, 11)]","[(23, 13), (25, 15), (24, 11)]","[(25, 11), (23, 13), (25, 15)]",147,51,0,51
147,"(25, 15)","(24, 15)",East,"[(24, 15)]","[(25, 11), (23, 13), (25, 15)]","[(25, 11), (23, 13)]",148,52,0,52
148,"(23, 13)","(23, 12)",North,"[(23, 12), (24, 13)]","[(25, 11), (23, 13)]","[(24, 13), (25, 11)]",149,52,0,52
149,"(25, 11)","(24, 11)",East,"[(26, 11), (24, 11)]","[(24, 13), (25, 11)]","[(26, 11), (24, 13)]",150,52,0,52
150,"(24, 13)","(23, 13)",East,"[(25, 13), (23, 13)]","[(26, 11), (24, 13)]","[(25, 13), (26, 11)]",151,53,0,53
151,"(26, 11)","(25, 11)",East,"[(27, 11), (25, 11)]","[(25, 13), (26, 11)]","[(27, 11), (25, 13)]",152,53,0,53
152,"(25, 13)","(24, 13)",East,"[(26, 13), (24, 13)]","[(27, 11), (25, 13)]","[(26, 13), (27, 11)]",153,54,0,54
153,"(27, 11)","(26, 11)",East,"[(27, 10), (26, 11)]","[(26, 13), (27, 11)]","[(27, 10), (26, 13)]",154,54,0,54
154,"(26, 13)","(25, 13)",East,"[(27, 13), (25, 13)]","[(27, 10), (26, 13)]","[(27, 13), (27, 10)]",155,55,0,55
155,"(27, 10)","(27, 11)",South,"[(27, 11), (27, 9)]","[(27, 13), (27, 10)]","[(27, 9), (27, 13)]",156,55,0,55
