iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
74,"(25, 9)","(26, 9)",West,"[(26, 9), (24, 9)]","[(25, 9), (26, 14), (24, 2), (23, 16)]","[(26, 14), (24, 9), (24, 2), (23, 16)]",75,1.330627128481865e-07,0,1.330627128481865e-07
75,"(26, 14)","(25, 14)",East,"[(27, 14), (25, 14)]","[(26, 14), (24, 9), (24, 2), (23, 16)]","[(24, 2), (27, 14), (23, 16), (24, 9)]",76,1.3399403542280197e-07,0,1.3399403542280197e-07
76,"(24, 2)","(25, 2)",West,"[(25, 2), (23, 2)]","[(24, 2), (27, 14), (23, 16), (24, 9)]","[(27, 14), (24, 9), (23, 16), (23, 2)]",77,1.4051329344511032e-07,0,1.4051329344511032e-07
77,"(27, 14)","(26, 14)",East,"[(27, 13), (26, 14)]","[(27, 14), (24, 9), (23, 16), (23, 2)]","[(27, 13), (24, 9), (23, 16), (23, 2)]",78,1.414446160197258e-07,0,1.414446160197258e-07
78,"(27, 13)","(27, 14)",South,"[(27, 14), (27, 12)]","[(27, 13), (24, 9), (23, 16), (23, 2)]","[(27, 12), (24, 9), (23, 16), (23, 2)]",79,1.4889519661664963e-07,0,1.4889519661664963e-07
79,"(27, 12)","(27, 13)",South,"[(27, 13), (27, 11)]","[(27, 12), (24, 9), (23, 16), (23, 2)]","[(27, 11), (24, 9), (23, 16), (23, 2)]",80,1.5634577721357346e-07,0,1.5634577721357346e-07
80,"(27, 11)","(27, 12)",South,"[(27, 12), (26, 11)]","[(27, 11), (24, 9), (23, 16), (23, 2)]","[(26, 11), (24, 9), (23, 16), (23, 2)]",81,1.6379635781049728e-07,0,1.6379635781049728e-07
81,"(26, 11)","(27, 11)",West,"[(27, 11), (25, 11)]","[(26, 11), (24, 9), (23, 16), (23, 2)]","[(24, 9), (25, 11), (23, 16), (23, 2)]",82,1.7869751900434494e-07,0,1.7869751900434494e-07
82,"(24, 9)","(25, 9)",West,"[(25, 9), (23, 9)]","[(24, 9), (25, 11), (23, 16), (23, 2)]","[(25, 11), (23, 2), (23, 16), (23, 9)]",83,1.9266735762357712e-07,0,1.9266735762357712e-07
83,"(25, 11)","(26, 11)",West,"[(26, 11), (24, 11)]","[(25, 11), (23, 2), (23, 16), (23, 9)]","[(23, 16), (23, 2), (23, 9), (24, 11)]",84,2.0849984139204025e-07,0,2.0849984139204025e-07
84,"(23, 16)","(24, 16)",West,"[(24, 16), (22, 16)]","[(23, 16), (23, 2), (23, 9), (24, 11)]","[(23, 2), (24, 11), (23, 9), (22, 16)]",85,2.3830216377973557e-07,0,2.3830216377973557e-07
85,"(23, 2)","(24, 2)",West,"[(24, 2), (22, 2)]","[(23, 2), (24, 11), (23, 9), (22, 16)]","[(24, 11), (22, 16), (23, 9), (22, 2)]",86,2.5972258299589157e-07,0,2.5972258299589157e-07
86,"(24, 11)","(25, 11)",West,"[(24, 12), (25, 11)]","[(24, 11), (22, 16), (23, 9), (22, 2)]","[(23, 9), (24, 12), (22, 2), (22, 16)]",87,2.681044861674309e-07,0,2.681044861674309e-07
87,"(23, 9)","(24, 9)",West,"[(24, 9), (22, 9)]","[(23, 9), (24, 12), (22, 2), (22, 16)]","[(24, 12), (22, 16), (22, 2), (22, 9)]",88,3.1187664717435837e-07,0,3.1187664717435837e-07
88,"(24, 12)","(24, 11)",North,"[(24, 11), (23, 12)]","[(24, 12), (22, 16), (22, 2), (22, 9)]","[(23, 12), (22, 16), (22, 2), (22, 9)]",89,3.277091309428215e-07,0,3.277091309428215e-07
89,"(23, 12)","(24, 12)",West,"[(24, 12), (22, 12)]","[(23, 12), (22, 16), (22, 2), (22, 9)]","[(22, 16), (22, 9), (22, 2), (22, 12)]",90,4.4691842049360275e-07,0,4.4691842049360275e-07
90,"(22, 16)","(23, 16)",West,"[(23, 16), (21, 16)]","[(22, 16), (22, 9), (22, 2), (22, 12)]","[(22, 2), (22, 9), (22, 12), (21, 16)]",91,4.7672074288129807e-07,0,4.7672074288129807e-07
91,"(22, 2)","(23, 2)",West,"[(23, 2), (21, 2)]","[(22, 2), (22, 9), (22, 12), (21, 16)]","[(22, 9), (21, 16), (22, 12), (21, 2)]",92,4.981411620974541e-07,0,4.981411620974541e-07
92,"(22, 9)","(23, 9)",West,"[(23, 9), (21, 9)]","[(22, 9), (21, 16), (22, 12), (21, 2)]","[(22, 12), (21, 16), (21, 2), (21, 9)]",93,5.502952262759209e-07,0,5.502952262759209e-07
93,"(22, 12)","(23, 12)",West,"[(23, 12), (21, 12)]","[(22, 12), (21, 16), (21, 2), (21, 9)]","[(21, 16), (21, 9), (21, 2), (21, 12)]",94,6.853369995951653e-07,0,6.853369995951653e-07
